,curr_heading,track_error_deg,curr_alt_ft,altitude_error_ft,new_episode,action,altitude_out_of_bounds,altitude_reward,heading_reward,on_target,reward,heading_target,altitude_target,remaining fuel pounds
0,269.87120904578575,0.1287909542142529,3000.0980222560465,0.09802225604653358,1,4,0,0.4997648942947593,0.49742579820301125,1.0,0.9971906924977705,270,3000,199.99514635068564
1,269.27014856012767,0.7298514398723341,2999.4182957559824,-0.581704244017601,0,3,0,0.49860478638171274,0.4854121362830438,,0.9840169226647566,270,3000,199.9905400790381
2,269.94306997856495,0.05693002143505055,2997.043436050415,-2.956563949584961,0,7,0,0.4929087017531313,0.49886211446778383,,0.9917708162209151,270,3000,199.9861677277145
3,269.9160780892265,0.08392191077348343,2996.6741125173867,-3.325887482613325,0,3,0,0.49202288180573617,0.49832261563059427,,0.9903454974363304,270,3000,199.98199583961215
4,269.3394763426269,0.660523657373119,2998.0453924126923,-1.9546075873076916,0,3,0,0.4953118871793263,0.4867978213521509,,0.9821097085314772,270,3000,199.9779907991096
5,270.37474195298074,-0.37474195298074164,2997.9483776018023,-2.051622398197651,0,6,0,0.49507919782434684,0.49250986674758734,,0.9875890645719342,270,3000,199.97412676750886
6,270.82711868841557,-0.8271186884155668,2999.4724673368037,-0.5275326631963253,0,3,0,0.4987347165447866,0.4834680127417924,,0.982202729286579,270,3000,199.9703831830979
7,270.01756588962894,-0.017565889628940567,3002.626787699759,2.6267876997590065,0,3,0,0.49369966781445324,0.499648902790383,,0.9933485706048362,270,3000,199.9667428303626
8,270.26090369477055,-0.26090369477054765,3004.3771956562996,4.377195656299591,0,3,0,0.48950132640016925,0.49478520239238155,,0.9842865287925509,270,3000,199.96318793988857
9,272.18407934616766,-2.184079346167664,3004.1915484927595,4.191548492759466,0,7,0,0.4899465998418389,0.45634583956635644,,0.9462924394081953,270,3000,199.95970214976444
10,273.0653685692163,-3.0653685692162753,3005.8440877981484,5.844087798148394,0,3,0,0.4859829957125147,0.4387311218598268,,0.9247141175723415,270,3000,199.95627183573492
11,272.6687906305083,-2.6687906305082834,3009.1953912973404,9.195391297340393,0,3,0,0.47794491737773637,0.4466577006222604,,0.9246026179999968,270,3000,199.95288830846053
12,272.7598327157791,-2.759832715779112,3011.1710177585483,11.17101775854826,0,3,0,0.4732063909329431,0.44483800217421643,,0.9180443931071596,270,3000,199.94954240720187
13,273.9100625123417,-3.9100625123417103,3011.2136829458177,11.213682945817709,0,7,0,0.4731040587754639,0.42184785020798543,,0.8949519089834493,270,3000,199.9462259304424
14,274.0691399291021,-4.069139929102107,3012.9581825211644,12.958182521164417,0,3,0,0.4689198885727338,0.41866829948112516,,0.887588188053859,270,3000,199.94293234917416
15,273.21040230189874,-3.210402301898739,3016.358100552112,16.358100552111864,0,3,0,0.4607652086187488,0.4358322684615198,,0.8965974770802686,270,3000,199.93965891588945
16,272.9790042782754,-2.979004278275397,3018.444477494806,18.44447749480605,0,3,0,0.4557610479077614,0.4404573231624884,,0.8962183710702498,270,3000,199.93640157838217
17,273.75976891912455,-3.7597689191245536,3018.6081468462944,18.608146846294403,0,7,0,0.4553684880967557,0.42485183476649646,,0.8802203228632521,270,3000,199.93315639714402
18,273.9322158701778,-3.9322158701777994,3020.343757018447,20.343757018446922,0,3,0,0.4512056390662924,0.4214050612411755,,0.8726107003074679,270,3000,199.92992023740587
19,273.6224050133567,-3.6224050133566834,3023.6963748820126,23.696374882012606,0,3,0,0.4431644082376265,0.4275973879400587,,0.8707617961776852,270,3000,199.9266931374382
20,273.8426711770934,-3.8426711770933935,3025.79076712206,25.79076712206006,0,3,0,0.4381410228912048,0.423194830648934,,0.8613358535401388,270,3000,199.92347340561224
21,274.36089950828233,-4.36089950828233,3025.9628902822733,25.962890282273293,0,5,0,0.43772818667826335,0.41283677165685717,,0.8505649583351205,270,3000,199.92025918980752
22,274.29325727422685,-4.293257274226846,3025.839867822826,25.83986782282591,0,3,0,0.4380232551989789,0.4141887669232972,,0.8522120221222761,270,3000,199.91704780171054
23,273.535032862898,-3.5350328628979923,3025.621828917414,25.62182891741395,0,3,0,0.43854622001017934,0.4293437337769208,,0.8678899537871001,270,3000,199.91383890523645
24,274.52251838145656,-4.522518381456564,3024.0771602503955,24.077160250395536,0,7,0,0.4422510971571658,0.4097315258351613,,0.8519826229923271,270,3000,199.9106317071838
25,274.98036583061605,-4.980365830616051,3023.9708137214184,23.97081372141838,0,3,0,0.4425061685736328,0.4031239231929187,,0.8456300917665515,270,3000,199.90742544683707
26,274.40865269191124,-4.408652691911243,3025.361750587821,25.361750587821007,0,3,0,0.4391700160904062,0.41188230764298706,,0.8510523237333932,270,3000,199.90422170967173
27,274.6201539639849,-4.620153963984876,3025.5247549004853,25.524754900485277,0,3,0,0.4387790513704344,0.4083224601424828,,0.8471015115129172,270,3000,199.9010201684324
28,275.97071005699564,-5.970710056995642,3023.8036738336086,23.803673833608627,0,7,0,0.4429070524420753,0.38883138724242117,-1.0,0.8317384396844965,270,3000,199.89781980692283
29,276.58149277097493,-6.581492770974933,3023.521841183305,23.521841183304787,0,3,0,0.44358302611052597,0.38001664014241093,0.0,0.8235996662529369,270,3000,199.8946196774339
30,276.3398516025104,-6.339851602510407,3024.8117982670665,24.81179826706648,0,3,0,0.440489072939684,0.3835039781764044,0.0,0.8239930511160884,270,3000,199.89142148416445
31,276.4459831067924,-6.445983106792426,3024.888712719083,24.888712719082832,0,3,0,0.4403045941568663,0.3819723003011505,0.0,0.8222768944580168,270,3000,199.88822493416274
