0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.1106367591160039,0.44268271629351297,-0.06582172528935404,0.3334641300876817,-0.01176435320908531,-0.007224576151710016,-0.2804523440038904,-0.45869718007734006,0.07437117901537782,-0.24691027734801174,-0.1324698191319701,0.0,0.5,0.6000000000000001,3
-0.10583144298692548,0.38047969460124365,-0.07018372285497776,0.3280483240414207,-0.014000065112512283,-0.019917526881954473,0.01377198252804357,-0.698789285791181,0.02727670812337002,-0.23249432896077638,-0.1490947667912602,0.0,0.5,0.6000000000000001,3
-0.1014400576340655,0.31659455620567245,-0.06416655709309727,0.3231100220280916,-0.014764194038148326,-0.02627637283157369,0.10715071121289022,-0.5631584821581767,-0.030103898297444087,-0.21932017290219663,-0.1581151719913616,0.0,0.5,0.6000000000000001,4
-0.09757254289587336,0.2647185550622002,-0.030491505713669653,0.319232686959003,-0.014391490358724557,-0.026010837952956,0.8974486588301023,-0.48312528278046085,-0.11523285532146932,-0.20771762868762012,-0.1547990826216442,0.5,0.5,0.6000000000000001,0
-0.09423941494151955,0.2769972892547803,0.009166732913238995,0.31755208770586574,-0.010410738678424458,-0.0071867327221724064,0.33641365361593545,0.6599661971737756,-0.20103611695563672,-0.19771824482455846,-0.13479123885879285,0.0,0.0,0.6000000000000001,3
-0.09115748206277685,0.28510920266799333,0.017565961839729916,0.31489750317642407,-0.003119858693862221,-0.002561316083280696,0.05546162955062339,-0.5663807674803355,-0.2168669312546202,-0.1884724461883307,-0.10606074837963764,0.0,0.5,0.6000000000000001,3
-0.08823950123786928,0.21044743838197233,0.01303848537203467,0.3118956484364628,0.0032902469214508567,-0.01787531439530543,-0.07466578203255003,-0.8218053936248043,-0.16522162917091654,-0.17971850371360776,-0.07789991186467915,0.0,0.5,0.6000000000000001,3
-0.08572632662082713,0.13563884644725777,0.004342341374546921,0.3091283278755299,0.007537182202121295,-0.026033349765902547,-0.13338230265883422,-0.6471875093985081,-0.09202811074526296,-0.17217897986248132,-0.05947073888878418,0.0,0.5,0.6000000000000001,3
-0.08375654087836548,0.07817051762590421,-0.005936275171533167,0.307468002006817,0.009324273547015594,-0.02660090008233873,-0.16016677335940632,-0.5106662756747394,-0.017918447084156908,-0.16626962263509626,-0.05213064501424591,0.0,0.5,0.6000000000000001,6
-0.08235966470961764,0.16021248342138072,0.007142508676610593,0.3074611047497824,0.00915358810507616,0.011987911612272528,0.5394439606981205,1.0,-0.025591024763795267,-0.16207899412885307,-0.05077438920435118,0.5,-0.5,0.6000000000000001,2
-0.08093117106209202,0.2393351527316987,-0.006583459883213183,0.30467280542530073,0.00889991806219359,0.023980700607884486,-0.9619650258699519,-0.603972370099529,0.01792273146424672,-0.157793513186276,-0.05031781333129226,-0.5,0.5,0.6000000000000001,6
-0.07925898759439587,0.26638771148435536,-0.03209350055491533,0.3021854584553043,0.006097740534288132,0.02883064646116562,0.2384276751641643,1.0,0.040073047948986806,-0.15277696278318764,-0.053506536632248025,0.5,-0.5,0.6000000000000001,3
-0.07728148007765412,0.2860525210160372,-0.023912382857676495,0.29987960794004076,0.004672934675612028,0.02050708604434104,-0.04590547840334358,-0.932113826190342,0.046750650615829725,-0.1468444402329624,-0.05681188426010397,0.0,0.5,0.6000000000000001,3
-0.07511366796617702,0.1683582420220704,-0.02774772555650895,0.2984410090884757,0.001999670968576339,-0.012222395821567256,-0.0958722220176641,-1.0,0.0952217615426203,-0.1403410038985312,-0.07180390770302736,0.0,0.5,0.6000000000000001,3
-0.07327621589352684,0.06534684422665116,-0.03165774070579719,0.2961855155715676,-0.0016004728441033622,-0.027776805743799926,-0.04704924005271938,-0.8090514490911456,0.11802982282531871,-0.13482864768058067,-0.09165232031451243,0.0,0.5,0.6000000000000001,6
-0.07202872681369388,0.12567290205773363,-0.010362685370215896,0.29679706032422737,-0.005008030338382818,0.005996180926280736,0.6656998628941917,1.0,0.03881302769983552,-0.13108618044108156,-0.1016447551160733,0.5,-0.5,0.6000000000000001,8
-0.07087790031855301,0.3321624541545445,-0.01165791995780563,0.2893604210352312,-0.005255665521002872,0.05553444076152836,-0.736570048478801,1.0,-0.05036718845155275,-0.12763370095565918,-0.09975386184700663,-0.5,-0.5,0.6000000000000001,3
-0.06910070990025996,0.3571310978914497,-0.051753633716680514,0.2874831334494756,-0.006872713339401204,0.03945219624155749,-0.35554100446342374,-1.0,-0.06155299819958737,-0.12230212970077992,-0.09173870486148927,0.0,0.5,0.6000000000000001,3
-0.0669096011035144,0.19892034561955851,-0.06634936975126493,0.287581343562068,-0.006809257602120811,-0.008280583158652988,-0.1386779907216088,-1.0,-0.025644812191038313,-0.11572880331054325,-0.10483000745733129,0.0,0.5,0.6000000000000001,3
-0.0650006666841606,0.06996118192054812,-0.0705070319209885,0.28469837215284266,-0.007217376304817336,-0.030091001978262866,-0.02175239505145643,-0.9558074562009011,-0.011492799339955395,-0.11000200005248184,-0.11985762944759826,0.0,0.5,0.6000000000000001,3
-0.06365322557091713,-0.0015370907449012705,-0.07015023947473953,0.2835932376909629,-0.007853086055078506,-0.03337891036480767,0.024145970199613176,-0.49204557454858366,-0.022838206218238954,-0.10595967671275142,-0.12759542735626606,0.0,0.5,0.6000000000000001,6
-0.06290263961379727,0.07625129816626086,-0.04701845695915041,0.2855470954407411,-0.00771153424066251,0.005232134708353486,0.6716286345822933,1.0,-0.10831982646528815,-0.10370791884139186,-0.11247375836982831,0.5,-0.5,0.6000000000000001,3
-0.06226443735510112,0.1628499336439153,-0.019479515427946237,0.284155940082947,-0.0032443739811051087,0.023033640925090193,0.1604920576618296,-0.4269007903687856,-0.16228231407503313,-0.10179331206530329,-0.08773194826496944,0.0,0.5,0.6000000000000001,3
-0.06144902757803594,0.07107169069399966,-0.01784805266449263,0.28480056819196764,0.0007397239783784038,-0.0030765068232548876,-0.050926695254716714,-1.0,-0.12401079757999256,-0.09934708273410797,-0.07168290846707481,0.0,0.5,0.6000000000000001,7
-0.060865396057566024,0.0791469422354294,-0.02345225101306936,0.28498965899424267,0.003428288265243884,0.009439732650541544,-0.1073738248879682,1.0,-0.11125976751943234,-0.097596188172698,-0.056907828964694485,0.0,-0.5,0.6000000000000001,3
-0.060332604964574155,0.12860320089820854,-0.03435458461246288,0.2842388790678738,0.005467627887929094,0.01786681897947684,-0.19132274324732446,-0.581201055702987,-0.08886399737697759,-0.0959978148937225,-0.04071701607796285,0.0,0.5,0.6000000000000001,3
-0.05970156138762828,0.03321650386979802,-0.04772435826128396,0.28477159713930233,0.00595979395739743,-0.006790115387410922,-0.19458925888977763,-1.0,-0.016935840295237425,-0.09410468416288498,-0.04104726974134232,0.0,0.5,0.6000000000000001,5
-0.0593525541983545,-0.01864666553606531,-0.03842943364461593,0.28579155907127096,0.004640440244109589,-0.009421516417395637,0.4811516029663605,0.1500946681360238,0.003768703215149216,-0.09305766259506343,-0.04599102446651138,0.5,0.0,0.6000000000000001,3
-0.059330106930186366,-0.035241744043684964,-0.01846896004387888,0.28707027726355205,0.0036480582097333514,-0.007107027114531261,0.08825718392594095,-0.5703106376666904,0.012086655881112796,-0.09299032079055902,-0.04701793027202883,0.0,0.5,0.6000000000000001,6
-0.05960433444132407,0.015740614495526772,0.0034488365658718045,0.2881193735357015,0.0032080709725834655,0.015748697991624816,0.5836057090197189,1.0,-0.02123785345628837,-0.09381300332397224,-0.047521735630755346,0.5,-0.5,0.6000000000000001,2
-0.059822089544186996,0.07073710986734816,-0.0027302097152644977,0.28801921695340305,0.0037282783457865953,0.02215225165871959,-0.7947625969894605,-0.6496036768927563,-0.005468874884697716,-0.09446626863256102,-0.045265371233704665,-0.5,0.5,0.6000000000000001,0
-0.0598623103834689,0.021833244458357104,-0.044180898216462317,0.2898114849572535,0.0016889486683422383,0.008258238521525296,-0.3845889990228273,-0.156862772407378,0.044267659085551525,-0.09458693115040662,-0.050237785640510735,0.0,0.0,0.6000000000000001,3
-0.059948441948741715,-0.029415425256889893,-0.06270416778818866,0.2910647502473871,-0.0010246705935390565,-0.004158213122636312,-0.18056384763496958,-0.8854419271294993,0.06810309082986721,-0.09484532584622507,-0.0628306326318201,0.0,0.5,0.6000000000000001,7
-0.06027719640607632,0.002546970522692815,-0.07129519171936571,0.29220131530734905,-0.003936263385526884,0.013626526176165,-0.08572805187338406,1.0,0.03407429566064679,-0.0958315892182291,-0.06615408887431617,0.0,-0.5,0.6000000000000001,3
-0.06057988760247823,0.054718476080182876,-0.07681271064055373,0.29228168762543794,-0.005601772188333909,0.020300737935893265,-0.07713897019266724,-0.6439465887215979,-0.003812877778541335,-0.09673966280743485,-0.06025447242865689,0.0,0.5,0.6000000000000001,3
-0.06072597102820876,-0.04569369195562312,-0.08094009510737843,0.2938418132536933,-0.006842469597146961,-0.007829729752478753,-0.03806703652354548,-1.0,0.0024289052891024454,-0.0971779130846262,-0.07529188407711573,0.0,0.5,0.6000000000000001,6
-0.0611628509536386,-0.026657709582466937,-0.059533067484990876,0.2953430786106357,-0.007536293833283025,0.009207371400101971,0.6715303077427304,1.0,-0.06719175484950757,-0.09848855286091562,-0.071201995720652,0.5,-0.5,0.6000000000000001,3
-0.06163595218956475,0.029343895556627198,-0.030387555367548003,0.29576948894609134,-0.004341510094197587,0.018768581723637157,0.16773165004559476,-0.5958467224129568,-0.12049840523341504,-0.09990785656869416,-0.052591247640421224,0.0,0.5,0.6000000000000001,1
-0.061973701188961616,-0.012222872903534077,-0.05641241322170154,0.29776238530742694,-0.00199089393817109,0.007150438938990922,-0.9279684722131624,-0.06247545367314633,-0.08476932186528252,-0.100921103566885,-0.04144839619192331,-0.5,0.0,0.6000000000000001,6
-0.06237194611380492,0.06711131939407888,-0.07940701315370002,0.29721040029469514,-0.001058163486137853,0.030605989705457137,0.2795703829860403,1.0,-0.10934144954070002,-0.10211583834141491,-0.01828602002412183,0.5,-0.5,0.6000000000000001,3
-0.06244634586200115,0.1007347794762441,-0.07076014079468562,0.2971033700702801,0.0015793498573266618,0.02534319351467884,-0.03781597770387324,-0.9221757684885963,-0.11373993308354025,-0.10233903758600349,0.0025309745992432298,0.0,0.5,0.6000000000000001,5
-0.06225670043875775,0.03368363835820598,-0.05447350766074688,0.29880806210280175,0.003314866796260807,0.00549812352964496,0.5508453758101051,-0.21028648364070468,-0.09529751638549688,-0.10177010131627318,0.006647379360513073,0.5,0.0,0.6000000000000001,5
-0.062142184856037286,0.03693748367047678,-0.01017319778001824,0.2997204670056226,0.005782250184702908,0.008719933284909276,0.7541009121282674,0.2300621268431211,-0.10901496916346964,-0.10142655456811189,0.019390802671342744,0.5,0.0,0.6000000000000001,6
-0.06205953755105531,0.1340797254725823,0.04071870741692951,0.29775865580647864,0.010594488636249677,0.03428744046347876,0.7557981381579033,1.0,-0.13925249447767096,-0.10117861265316608,0.030749151500130134,0.5,-0.5,0.6000000000000001,2
-0.06158296344305081,0.16839785278745412,0.033534111068132644,0.29658372772004893,0.01419125001278787,0.027220623869035787,-0.9308754751932851,-0.9699312049895827,-0.06085351769044289,-0.09974889032915235,0.04274689161084222,-0.5,0.5,0.6000000000000001,4
-0.06080031157284971,0.04091030280732966,0.004901934822534093,0.2972402005399901,0.013133146520424077,-0.00947868379744976,0.16322900923925543,-1.0,0.05837262285624334,-0.09740093471854927,0.04545419176729526,0.5,0.5,0.6000000000000001,5
-0.060316485565155786,-0.015615156133219288,0.03269862310860483,0.2979781892633926,0.009970121330709736,-0.012746919655023281,0.6287246048800896,0.2311184397047512,0.08473401919783297,-0.09594945669546728,0.036456875413208856,0.5,0.0,0.6000000000000001,3
-0.06019287163143361,-0.024795184130459114,0.05725222928666707,0.29911296139675847,0.007601839808271116,-0.008193971120572185,0.09671874864300523,-0.5054469123861707,0.0987531676542277,-0.09557861489430075,0.02651254058503505,0.0,0.5,0.6000000000000001,6
-0.06036254749198755,0.0356385764992162,0.0801227488658014,0.29979475745437534,0.0059121669527850695,0.017709832937352843,0.6062731745684928,1.0,0.06489230876796892,-0.09608764247596269,0.006159926772987712,0.5,-0.5,0.6000000000000001,2
-0.06041724871098997,0.0919345890270662,0.07301341775228898,0.29927062276856575,0.0052331877204150334,0.022902545579018607,-0.8528429306144389,-0.6987153655358646,0.0819927105973024,-0.09625174613296983,-0.011048554142869094,-0.5,0.5,0.6000000000000001,0
-0.060247767210006686,0.04069784335542015,0.02997453485657453,0.3007731280123409,0.001967215977881409,0.0074769964583696336,-0.3807687151277592,-0.13019282238035346,0.12819103346071659,-0.0957433016300201,-0.019883288427412382,0.0,0.0,0.6000000000000001,6
-0.060123398769646896,0.11816592168988871,0.035925182534329636,0.2995896496431578,-0.0005172391192542758,0.030401485321999155,0.5138129102708338,1.0,0.06935793996414197,-0.09537019630894061,-0.03826515257014762,0.5,-0.5,0.6000000000000001,0
-0.05967681435247263,0.20962432967402345,0.05779399529141149,0.2969590599981362,0.0005027274652209535,0.040808092953235064,0.07130796529793071,0.14492958928400257,0.012260295204928884,-0.09403044305741792,-0.051202752745501234,0.0,0.0,0.6000000000000001,8
-0.0587304996562501,0.2677406848655983,0.026733343399045095,0.2940416402548087,-0.0007090334431048007,0.04429485515148257,-1.0,1.0,0.0108604716757148,-0.09119149896875023,-0.05759260721444237,-0.5,-0.5,0.6000000000000001,5
-0.057265066254884034,0.31568551784593657,-0.0004441238764881783,0.2915315786521988,-0.0023761938401575255,0.040246351093441435,0.22729092084419134,-0.15923989046556963,-0.014485603848544581,-0.08679519876465203,-0.05892349684882747,0.5,0.0,0.6000000000000001,3
-0.05533684766292568,0.23155683418977868,0.008582034565868257,0.29165311567496666,-0.0013207419647098817,0.006938857781290775,0.016369805613752453,-1.0,-0.004908176866845859,-0.08101054298877719,-0.055660161055559154,0.0,0.5,0.6000000000000001,8
-0.05346739003062251,0.2253756599203225,-0.021769277689906108,0.28999571060247353,-0.0015497368058590144,0.01212369150358339,-0.9237025057854895,1.0,0.008647257083082005,-0.07540217009186745,-0.05494729726312797,-0.5,-0.5,0.6000000000000001,3
-0.05160066709170741,0.2658797522235583,-0.06742802409515258,0.2876131081048965,-0.00370899141312675,0.016858601341076085,-0.394175484906772,-0.6441436652692942,0.011429379273971252,-0.06980200127512215,-0.05363429746133763,0.0,0.5,0.6000000000000001,3
-0.04964884431908523,0.16919900488955797,-0.08302597749864793,0.2862914149815503,-0.00567732618436434,-0.008578966706557112,-0.14464745380777355,-1.0,0.0311612719038028,-0.06394653295725583,-0.07108953376939298,0.0,0.5,0.6000000000000001,3
-0.047991675024231295,0.06772734029029448,-0.08715715190997209,0.284286110599983,-0.007856551961968883,-0.024375631484842786,-0.02064789313248816,-0.8658976983968579,0.032453261482649376,-0.05897502507269381,-0.09227007017854905,0.0,0.5,0.6000000000000001,0
-0.04687630455071723,0.048404453065296504,-0.08619271828490305,0.2848799989213855,-0.009687445902454517,-0.013325742196690582,0.03734473637244551,0.4467941738606793,-0.009898489316705783,-0.055628913652151835,-0.09775986806190151,0.0,0.0,0.6000000000000001,5
-0.04615062867105002,0.10586923447136098,-0.06320476172895406,0.2853988252383961,-0.00946844944445524,0.009663507394887416,0.6664064979365727,0.5835762285586359,-0.09367787975261332,-0.05345188601315021,-0.083192449050566,0.5,0.0,0.6000000000000001,3
-0.045462896076341464,0.09559864988850153,-0.03389066575885458,0.2854013481153579,-0.00619786270529743,0.005999467416234694,0.2057168876631117,-0.7770435503371633,-0.13310720138859655,-0.051388688229024426,-0.06804127544511529,0.0,0.5,0.6000000000000001,0
-0.0448627282716334,0.05321649823413832,-0.027361760535425605,0.28611390673031645,-0.0028161313389132303,0.00037654723675761836,0.02037271806401031,0.03847467383290448,-0.1348623824191505,-0.04958818481490013,-0.053506257635099974,0.0,0.0,0.6000000000000001,3
-0.04443817620476087,0.019791883963260704,-0.029425108708989733,0.2866990773366418,0.00035629209828758057,-0.004531840929309583,-0.06891241566292772,-0.7408262014083631,-0.11362949225447239,-0.04831452861428265,-0.038861519376855,0.0,0.5,0.6000000000000001,4
-0.04425474643831451,-0.06447862156963113,-0.013912705694256844,0.2871851750896899,0.0022603867295334368,-0.018146838284264666,0.5424814247677556,-0.8570969057431835,-0.08832450264162506,-0.04776423931494356,-0.03023315400447224,0.5,0.5,0.6000000000000001,6
-0.044534956122438074,-0.021179428320186044,0.03109629649395229,0.2891387734739077,0.00431093583355735,0.007522440833697797,0.7632396599741589,1.0,-0.12385496700415388,-0.04860486836731437,-0.020382530548773814,0.5,-0.5,0.6000000000000001,2
-0.04489123262340822,0.04802508983466902,0.031059508092733612,0.28916514756241574,0.008176621824159458,0.020421002411030953,-0.7844950282726395,-0.5142463205530252,-0.09096708975978207,-0.04967369787022469,-0.010057397083179875,-0.5,0.5,0.6000000000000001,3
-0.045096772655844664,-0.04595567344561935,-0.012564712542212475,0.2908340524018649,0.008617384950938778,-0.00539650177011719,-0.4429578920360029,-1.0,0.015392980010662027,-0.050290317967534026,-0.004063870750695142,0.0,0.5,0.6000000000000001,3
-0.04554809847225749,-0.15356125937035425,-0.03580480326063373,0.2916791342768761,0.006780865275841652,-0.02384812094237687,-0.23987876543495967,-0.9111474144779501,0.09491648533701569,-0.0516442954167724,-0.01624184690694319,0.0,0.5,0.6000000000000001,5
-0.04654060706992946,-0.1736914342467849,-0.02745175001909539,0.2951412761802792,0.0026879264944505987,-0.01343959801918948,0.5303411506288216,0.47044688727377126,0.09009154574974154,-0.05462182120978831,-0.031065285263413345,0.5,0.0,0.6000000000000001,7
-0.047931742027401913,-0.04266555455760923,-0.004934321624672222,0.29656154397384893,0.000550440126407592,0.029191605671362364,0.11292550312910143,1.0,0.022028639905288694,-0.058795226082205776,-0.03614846854880194,0.0,-0.5,0.6000000000000001,6
-0.049058418507377355,0.14040267813932794,0.017593640926792498,0.2904878413335421,0.002799989051658791,0.06498494959495749,0.5714870919982811,1.0,-0.06371700124521495,-0.06217525552213188,-0.03492337465781048,0.5,-0.5,0.6000000000000001,2
-0.04941850129390757,0.1293484909651601,0.006603697283936727,0.29326253181426654,0.004290745726437839,0.03812341785692941,-0.8906745240732922,-1.0,-0.02221211100949183,-0.06325550388172274,-0.027049453677841506,-0.5,0.5,0.6000000000000001,3
-0.04934417533129454,-0.042722700274294145,-0.03917172711513872,0.29593813874452857,0.002054404567739976,-0.01253630037723541,-0.40468353355478703,-1.0,0.08058982642525114,-0.06303252599388365,-0.03726475718742672,0.0,0.5,0.6000000000000001,3
-0.04960735597833987,-0.16731065710125037,-0.058310859369115065,0.29582395227132774,-0.0013211575447776847,-0.03325161039469571,-0.139855226110001,-0.8693606434536161,0.12172571431546819,-0.06382206793501977,-0.06250233194739652,0.0,0.5,0.6000000000000001,5
-0.05048599123458064,-0.17308986574707663,-0.04224757598376472,0.2996536202430242,-0.005995198843004923,-0.01710996967604428,0.6608353775855305,0.656866484251144,0.06642010030614687,-0.06645797370374207,-0.0772983599595376,0.5,0.0,0.6000000000000001,0
-0.05179228923593959,-0.09706050467352734,-0.011282975606292767,0.3028275475136193,-0.007158331500078607,0.011328711579213335,0.22767814712932455,0.6970369936046976,-0.019457154599274107,-0.0703768677078187,-0.07698092705125725,0.0,0.0,0.6000000000000001,7
-0.053091376781463584,0.024851053980470716,-0.003205991172788303,0.30159238020628854,-0.005136251563167327,0.04156263672858751,0.012241474799445928,1.0,-0.09729488905409278,-0.0742741303443909,-0.06881274459582298,0.0,-0.5,0.6000000000000001,8
-0.05390067522724473,0.17637061692044376,-0.03928730292663307,0.29584374980011696,-0.004647979807364977,0.06601772852922339,-1.0,1.0,-0.1343652990365185,-0.07670202568173412,-0.049437234399541286,-0.5,-0.5,0.6000000000000001,3
-0.053907457305739315,0.14848553378422835,-0.09254401656465971,0.29883140947636155,-0.006354179867500753,0.03376430420765142,-0.46469303900540226,-1.0,-0.1072713714474609,-0.07672237191721798,-0.03932460347685318,0.0,0.5,0.6000000000000001,3
-0.053524225118259605,-0.02014805555538457,-0.11273937002511325,0.3004502377811382,-0.005942248645955717,-0.015705631265394482,-0.17033566112770127,-1.0,-0.05559855910010314,-0.07557267535477874,-0.06265497340598991,0.0,0.5,0.6000000000000001,5
-0.053530307543774414,-0.08093265394152449,-0.09619892660976115,0.30175331601886923,-0.00658212609659381,-0.01709293003541079,0.6577948434938525,0.28581795361687745,-0.08468195618975338,-0.07559092263132339,-0.06831421512214952,0.5,0.0,0.6000000000000001,4
-0.05396408774455386,-0.08509015333925041,-0.042004120831840464,0.3037552503648251,-0.005189959006085654,-0.009199682248204777,0.9125331874653955,-0.4656639070535946,-0.14503183536359998,-0.0768922632336616,-0.0533871582105121,0.5,0.5,0.6000000000000001,0
-0.05469861813137933,-0.09136875870839278,-0.0016502080145150977,0.30627402987749086,-0.0011046715663023399,-0.0016855957692816226,0.2507165347137237,0.37476129907722244,-0.1735134504007243,-0.07909585439413791,-0.03365528597852041,0.0,0.0,0.6000000000000001,6
-0.05562643632416919,0.02605183826987867,0.02912998742668571,0.3059172886450545,0.005415752435277588,0.03352397137812013,0.6522007650217851,1.0,-0.21480301760387555,-0.08187930897250772,-0.012822971318408038,0.5,-0.5,0.6000000000000001,2
-0.0561533364579081,0.0696856784707256,0.01703983807286602,0.30572774028973804,0.011134605286069021,0.02803609403048224,-0.9980574730424033,-0.970098179728389,-0.14201798298324242,-0.08346000937372444,0.009279264806898224,-0.5,0.5,0.6000000000000001,3
-0.056328920874744615,-0.05861920584104752,-0.03668646199619985,0.30748810948097627,0.011780163075496786,-0.01032849470642172,-0.5269378676313441,-1.0,0.008149089375132368,-0.08398676262423399,0.01466901674388188,0.0,0.5,0.6000000000000001,6
-0.05680998451635244,-0.03869723212113185,-0.03924739410892564,0.3090461061031642,0.00961813633771924,0.00809510274993852,0.4236798075436783,1.0,0.033106101130213395,-0.08542995354905725,0.012070956234216057,0.5,-0.5,0.6000000000000001,0
-0.05732054976249734,0.0825601098406974,-0.02496438588453287,0.3078613159365926,0.008383359558669756,0.034543236873206595,-0.031530490077144924,0.5032205249740607,0.019378736318106826,-0.08696164928749206,0.016364481487245452,0.0,0.0,0.6000000000000001,0
-0.05737814777344463,0.0988016249757635,-0.03271854259906115,0.30841974743444744,0.006268773137945827,0.026749842457793438,-0.17597356568828215,-0.07286632973459095,0.044195464199110024,-0.08713444332033393,0.013376346506458914,0.0,0.0,0.6000000000000001,3
-0.0571160382951299,0.03281318730662752,-0.044118453863658424,0.30957968218821597,0.003153462736566137,0.0013023104911060734,-0.16214833419829167,-1.0,0.08866884516701012,-0.08634811488538985,0.00026751394908486326,0.0,0.5,0.6000000000000001,6
-0.05696505923445028,0.054150323746312345,-0.028599955788729203,0.30986703729980225,-0.00014036208723677834,0.014956097735607132,0.6167098211705067,1.0,0.048117910879240666,-0.08589517770335076,-0.009383705721144331,0.5,-0.5,0.6000000000000001,3
-0.05672369869674243,0.1026439949612914,-0.003363756972845855,0.3092626685891102,-0.00020847442558258322,0.019276077510236522,0.11357392008197209,-0.7265293099936438,0.01008797191452282,-0.08517109609022733,-0.00982823947225342,0.0,0.5,0.6000000000000001,3
-0.05629093496377269,-0.0026344530563626734,-0.001459450888912861,0.3099154128357855,-0.0008079504180102948,-0.011408792081284647,-0.02712654829367933,-1.0,0.03667791898330797,-0.0838728048913181,-0.012799303332659884,0.0,0.5,0.6000000000000001,0
-0.05616913386806843,-0.04382772361592968,-0.003629938097293617,0.31122906931475236,-0.001957627063218448,-0.010795649543762331,-0.032942106110530944,0.33649893817438103,0.03254144984095442,-0.08350740160420533,-0.01799974280596517,0.0,0.0,0.6000000000000001,6
-0.05637494452173508,0.08228270998639964,0.01811501907751345,0.31063703503818907,-0.0014009376393393502,0.030997637801170708,0.6653058940058623,1.0,-0.050262212370819404,-0.08412483356520528,-0.019493644731045978,0.5,-0.5,0.6000000000000001,1
-0.0562251429321865,0.1937560460297254,0.01045134366409517,0.3074783748217882,0.0006098223533708147,0.045258890757701176,-0.9012093347663376,0.15537619920670753,-0.06792122739618389,-0.08367542879655954,-0.015696177637016695,-0.5,0.0,0.6000000000000001,4
-0.05545654080187279,0.11980504865566566,-0.012057943446999286,0.309155324607423,0.000573984173017017,0.009517333784041293,0.30540153295735273,-1.0,-0.030749771266521453,-0.0813696224056184,-0.011244781740127663,0.5,0.5,0.6000000000000001,0
-0.054646916596839845,0.044830490609609086,0.0013098645054914204,0.3095890694485046,0.0011226585847350368,-0.006164711697769665,0.05021897605446979,0.003765137657286699,-0.01793362848505653,-0.07894074979051946,-0.009205145017004868,0.0,0.0,0.6000000000000001,6
