scores,seconds,stepsPerSecond
133.0,0.08950662612915039,1485.9235092616764
201.0,0.13151264190673828,1528.3701786063916
126.0,0.07850456237792969,1605.002259530115
378.0,0.3161745071411133,1195.542308005538
195.0,0.37872838973999023,514.880862598851
122.0,0.22062349319458008,552.9782809322189
164.0,0.3076353073120117,533.0987572036618
163.0,0.31510424613952637,517.2891257321379
209.0,0.3885669708251953,537.8738176231218
149.0,0.349628210067749,426.1669845551868
157.0,0.3347814083099365,468.9627204586323
235.0,0.513371467590332,457.75820207353024
171.0,0.4174785614013672,409.60187135357893
147.0,0.3305928707122803,444.6556868672955
130.0,0.255739688873291,508.32938982892836
136.0,0.32855939865112305,413.9281985489936
231.0,0.5611321926116943,411.66770155326464
137.0,0.3355574607849121,408.2758275722416
142.0,0.32854461669921875,432.20918189629145
135.0,0.25299930572509766,533.59830222889
151.0,0.33249735832214355,454.1389464324768
121.0,0.2285621166229248,529.3965674968889
165.0,0.3240492343902588,509.18188500111467
138.0,0.3255631923675537,423.88084167758444
194.0,0.3840913772583008,505.08814174585166
131.0,0.2738957405090332,478.28418126013014
190.0,0.3911097049713135,485.79720110483026
263.0,0.5442163944244385,483.26364786960886
166.0,0.33675193786621094,492.94445356970914
141.0,0.28850579261779785,488.72502253981344
121.0,0.22655606269836426,534.0841404058954
139.0,0.34061694145202637,408.08304897417213
154.0,0.325589656829834,472.98799814297075
369.0,0.8230843544006348,448.3137093144039
141.0,0.32730555534362793,430.7901216402162
500.0,1.222533941268921,408.986599980225
148.0,0.3720719814300537,397.77249399743556
146.0,0.3776865005493164,386.5639883545058
174.0,0.400057315826416,434.93767796886937
161.0,0.41812753677368164,385.04998078407806
149.0,0.3547213077545166,420.0480679979755
500.0,1.0746173858642578,465.281882256052
188.0,0.2826271057128906,665.1874367314986
248.0,0.35913586616516113,690.5464571058702
182.0,0.3335690498352051,545.6141692099865
333.0,0.7767758369445801,428.6951063125799
149.0,0.3785855770111084,393.5701966681844
164.0,0.39614009857177734,413.9949492396174
156.0,0.38007044792175293,410.45022272322666
173.0,0.4195075035095215,412.38833287298627
181.0,0.4176058769226074,433.4230191725576
187.0,0.41706132888793945,448.3753036960307
106.0,0.2540295124053955,417.2743512999342
175.0,0.42560553550720215,411.1788625856315
149.0,0.3805418014526367,391.54699807281213
125.0,0.294297456741333,424.74033375649014
110.0,0.23293089866638184,472.2430584769643
147.0,0.39708852767944336,370.1945278022948
169.0,0.5495617389678955,307.5177691907564
156.0,0.3637537956237793,428.86150433835354
148.0,0.3761274814605713,393.48361205963766
177.0,0.40895795822143555,432.80732515825275
185.0,0.44854021072387695,412.44908611746894
126.0,0.2681758403778076,469.84098128485584
138.0,0.2738039493560791,504.01026108112296
140.0,0.2530484199523926,553.253800305645
128.0,0.2530949115753174,505.73912846884343
139.0,0.3149738311767578,441.30650308531705
147.0,0.3325681686401367,442.01464199378876
119.0,0.22205042839050293,535.9143004701792
472.0,1.0327563285827637,457.0293949664958
113.0,0.1113736629486084,1014.6025281770794
145.0,0.1351945400238037,1072.5285205635512
114.0,0.08695840835571289,1310.9715570421956
319.0,0.44354820251464844,719.2002992943362
206.0,0.43906497955322266,469.1788450302242
158.0,0.3798635005950928,415.93888265779094
165.0,0.436845064163208,377.7082850096138
301.0,0.7405805587768555,406.43789042630596
172.0,0.4367668628692627,393.8027689877305
126.0,0.284590482711792,442.7414395568584
221.0,0.5769360065460205,383.05808181929007
162.0,0.31755661964416504,510.145246480856
129.0,0.2672600746154785,482.67591104133027
206.0,0.4831430912017822,426.37471952168545
135.0,0.3515644073486328,383.9979166779694
212.0,0.46323299407958984,457.6530659721865
105.0,0.3053262233734131,343.8944707726113
114.0,0.2709946632385254,420.6724908809696
167.0,0.43564772605895996,383.33724707058025
148.0,0.37717318534851074,392.39268789282283
129.0,0.31458520889282227,410.06378034750423
403.0,0.9949016571044922,405.06516108624174
161.0,0.4212625026702881,382.18450248825206
219.0,0.5537478923797607,395.48683257074975
131.0,0.33916735649108887,386.2400006748345
324.0,0.7439124584197998,435.5351175166937
500.0,1.289198398590088,387.8379003160548
134.0,0.365126371383667,366.99622514856827
117.0,0.31327295303344727,373.47622533985003
