scores,seconds,stepsPerSecond
174.0,0.07301211357116699,2383.166182833445
141.0,0.06352686882019043,2219.533287546303
442.0,0.2287893295288086,1931.9082795963368
139.0,0.0685267448425293,2028.4051186060915
178.0,0.09597396850585938,1854.6695814619022
459.0,0.21507549285888672,2134.134363235679
463.0,0.21608638763427734,2142.6615765525216
148.0,0.06353187561035156,2329.5392836770843
142.0,0.06453943252563477,2200.205276729049
138.0,0.07401514053344727,1864.4833882013388
141.0,0.07252669334411621,1944.1117952393006
139.0,0.06454133987426758,2153.6584190967324
444.0,0.23206043243408203,1913.2947195818076
144.0,0.0675499439239502,2131.7560257654636
160.0,0.09249210357666016,1729.8774037222252
459.0,0.2330949306488037,1969.1547933814136
170.0,0.07652878761291504,2221.3862953097496
455.0,0.2541637420654297,1790.1845334133804
183.0,0.09053444862365723,2021.3300327338707
490.0,0.23031401634216309,2127.530090361664
477.0,0.27913689613342285,1708.8389482270443
138.0,0.07252860069274902,1902.6976762533407
142.0,0.07265353202819824,1954.4817166615803
158.0,0.07254362106323242,2177.9999079764684
163.0,0.07436227798461914,2191.971580452584
167.0,0.07554769515991211,2210.5240887430177
144.0,0.07154130935668945,2012.823098918238
145.0,0.0885324478149414,1637.8175864186228
135.0,0.07401156425476074,1824.0392749342036
170.0,0.08052229881286621,2111.2164270804033
141.0,0.058548927307128906,2408.242242600948
138.0,0.06754851341247559,2042.976122321482
143.0,0.08199596405029297,1743.9882762069808
143.0,0.06953763961791992,2056.4402356151986
164.0,0.07354497909545898,2229.9278892598954
134.0,0.06900835037231445,1941.7939898148852
174.0,0.08452796936035156,2058.490240765395
401.0,0.20207452774047852,1984.4163660003635
144.0,0.07769012451171875,1853.5174310124717
139.0,0.06655240058898926,2088.5798073375104
460.0,0.21214890480041504,2168.2883559203747
486.0,0.25110697746276855,1935.430090038254
143.0,0.07853126525878906,1820.9308041677798
151.0,0.07765436172485352,1944.514083252995
459.0,0.22707223892211914,2021.3831606136014
150.0,0.06912994384765625,2169.8267299415074
137.0,0.07230734825134277,1894.6898664266237
140.0,0.07201361656188965,1944.0767827523532
148.0,0.07754278182983398,1908.62381394548
436.0,0.2091062068939209,2085.064840859467
158.0,0.07554125785827637,2091.572267653065
158.0,0.09355592727661133,1688.8293943455947
468.0,0.25832486152648926,1811.672315372596
167.0,0.08101606369018555,2061.319600007063
487.0,0.2556602954864502,1904.8714587197628
156.0,0.08559012413024902,1822.64018875125
152.0,0.08450698852539062,1798.667810228863
143.0,0.06852030754089355,2086.9725360566467
142.0,0.07453465461730957,1905.1540619472141
444.0,0.22315526008605957,1989.6461317056649
135.0,0.06753730773925781,1998.8951961365754
145.0,0.06254196166992188,2318.443427874352
142.0,0.0740044116973877,1918.8045245282653
172.0,0.08003354072570801,2149.0989707612794
154.0,0.07553458213806152,2038.8012436279848
169.0,0.09881043434143066,1710.345684910518
141.0,0.056543588638305664,2493.65141823487
461.0,0.22868013381958008,2015.9162595370503
175.0,0.07954120635986328,2200.1174989509022
454.0,0.24360918998718262,1863.6406944413181
173.0,0.09855127334594727,1755.4314026234172
170.0,0.09952497482299805,1708.1139714161145
137.0,0.0617060661315918,2220.2031111145457
134.0,0.0810089111328125,1654.13900922961
474.0,0.2176206111907959,2178.1025124703237
145.0,0.08301329612731934,1746.708139110755
173.0,0.09252762794494629,1869.7118238342237
141.0,0.07155060768127441,1970.6331583945619
167.0,0.06590557098388672,2533.9284298262114
148.0,0.07803106307983398,1896.6805546219514
148.0,0.07060742378234863,2096.0968701565766
486.0,0.25221943855285645,1926.8935129999952
175.0,0.08054232597351074,2172.7706256900883
143.0,0.08401370048522949,1702.1033375995733
140.0,0.0645298957824707,2169.5370541421275
433.0,0.22009587287902832,1967.324486079712
146.0,0.06555342674255371,2227.190968572582
139.0,0.0645449161529541,2153.5390900595075
434.0,0.23464655876159668,1849.5903042027924
137.0,0.06952118873596191,1970.622230300453
169.0,0.09201312065124512,1836.6945801192442
138.0,0.07453274726867676,1851.535131296523
167.0,0.07755756378173828,2153.2393728865663
142.0,0.0761866569519043,1863.843429823189
146.0,0.06501340866088867,2245.690589175829
147.0,0.08553910255432129,1718.5123015131962
486.0,0.2636401653289795,1843.4216933279195
139.0,0.0745549201965332,1864.397408428364
136.0,0.07201409339904785,1888.5192270128357
458.0,0.23934102058410645,1913.5875617236911
