scores,steps,milliseconds,stepsPerSecond
500.0,500,430.25898933410645,1162.0907695010133
500.0,500,391.8416500091553,1276.0256598253852
500.0,500,405.95412254333496,1231.666270236302
500.0,500,395.6155776977539,1263.8531650085697
500.0,500,389.8789882659912,1282.4492087244255
438.0,438,310.1804256439209,1412.0813687412135
500.0,500,362.46299743652344,1379.4511537348383
500.0,500,444.71120834350586,1124.325158932778
500.0,500,358.173131942749,1395.9729399242622
420.0,420,323.0113983154297,1300.2637126441532
500.0,500,350.04639625549316,1428.3820812000536
500.0,500,365.45586585998535,1368.154260770743
500.0,500,435.03832817077637,1149.3240195694266
440.0,440,325.12927055358887,1353.3078681314169
462.0,462,338.80019187927246,1363.6355913417792
500.0,500,386.95645332336426,1292.1350599163409
500.0,500,365.7715320587158,1366.9735235702735
500.0,500,365.25559425354004,1368.904427109001
500.0,500,379.9099922180176,1316.1012088175528
295.0,295,223.95634651184082,1317.2209879053507
500.0,500,365.42701721191406,1368.2622697545266
500.0,500,396.42977714538574,1261.257425212615
500.0,500,358.45184326171875,1394.8875125045229
500.0,500,372.50709533691406,1342.2563120516536
404.0,404,301.64337158203125,1339.3299441029922
500.0,500,391.73245429992676,1276.3813529148624
500.0,500,375.80418586730957,1330.4801244990442
415.0,415,321.3152885437012,1291.566305110804
465.0,465,381.2105655670166,1219.7983004703822
500.0,500,400.47311782836914,1248.5232534741199
500.0,500,351.1393070220947,1423.9362839789922
500.0,500,369.7538375854492,1352.2510091175218
449.0,449,349.26581382751465,1285.553816674824
500.0,500,367.7642345428467,1359.5666816854293
500.0,500,369.2619800567627,1354.0522095536085
500.0,500,376.2342929840088,1328.959133507938
500.0,500,349.86066818237305,1429.140356352842
439.0,439,315.62113761901855,1390.9081099945536
500.0,500,377.61425971984863,1324.1025388473124
500.0,500,330.80101013183594,1511.4826880387466
500.0,500,370.26190757751465,1350.3954626910265
500.0,500,362.4272346496582,1379.5872721411984
322.0,322,234.2085838317871,1374.8428632797945
500.0,500,401.8673896789551,1244.1915239737202
321.0,321,261.10291481018066,1229.400293111871
427.0,427,353.50537300109863,1207.9024326418737
451.0,451,309.41319465637207,1457.5978264303542
456.0,456,383.69083404541016,1188.4568499909278
395.0,395,288.1455421447754,1370.8350198995506
500.0,500,361.25922203063965,1384.0477128569835
500.0,500,400.8145332336426,1247.4597564268965
500.0,500,405.20620346069336,1233.9396478378496
500.0,500,391.512393951416,1277.0987782880932
466.0,466,409.3339443206787,1138.4347828112886
481.0,481,410.5055332183838,1171.725984370871
500.0,500,395.51687240600586,1264.1685725273944
500.0,500,399.32870864868164,1252.101311954223
500.0,500,412.79029846191406,1211.2687770595276
380.0,380,279.7679901123047,1358.268327436102
500.0,500,365.57650566101074,1367.7027715332356
425.0,425,372.37000465393066,1141.337902323744
500.0,500,424.9722957611084,1176.5472831694121
428.0,428,383.76736640930176,1115.258975781496
462.0,462,365.1905059814453,1265.09312929256
500.0,500,349.745512008667,1429.6109108831383
500.0,500,377.23302841186523,1325.4406755022974
500.0,500,387.3887062072754,1290.6932803881768
500.0,500,383.43238830566406,1304.010864104184
447.0,447,384.554386138916,1162.3843495534236
500.0,500,394.9272632598877,1266.0559209632677
500.0,500,381.1988830566406,1311.6512724034064
500.0,500,383.2087516784668,1304.771871232021
469.0,469,341.3264751434326,1374.0510454189534
500.0,500,380.0826072692871,1315.503499600422
500.0,500,359.5409393310547,1390.6622175774392
500.0,500,358.84690284729004,1393.3518612888201
500.0,500,351.97925567626953,1420.5382616635552
500.0,500,354.46834564208984,1410.5631889197093
500.0,500,364.116907119751,1373.1853430128135
418.0,418,350.89945793151855,1191.2244107301435
500.0,500,378.1595230102539,1322.1933326440185
500.0,500,414.914608001709,1205.067236384072
500.0,500,389.0342712402344,1285.2338134787171
500.0,500,369.90952491760254,1351.6818744025993
500.0,500,397.6907730102539,1257.2582366327824
500.0,500,364.0298843383789,1373.513608391645
500.0,500,355.4723262786865,1406.579255365171
500.0,500,431.7450523376465,1158.0908624031542
500.0,500,364.99547958374023,1369.8799792540606
452.0,452,393.51844787597656,1148.6119708991503
500.0,500,383.07905197143555,1305.213629998444
500.0,500,382.0512294769287,1308.7250123093609
464.0,464,353.06692123413086,1314.1984482094986
500.0,500,363.7104034423828,1374.7200939750064
402.0,402,310.9261989593506,1292.9113125412634
500.0,500,387.9234790802002,1288.9139919696092
479.0,479,366.6539192199707,1306.409054672148
500.0,500,387.33816146850586,1290.861706226833
500.0,500,373.5990524291992,1338.3331589010254
470.0,470,327.04758644104004,1437.0997355907145
