scores,seconds,stepsPerSecond
446.0,0.22660517692565918,1968.1809835541233
500.0,0.21341204643249512,2342.885551018584
500.0,0.26352620124816895,1897.344543471554
467.0,0.19358229637145996,2412.410684001217
500.0,0.17405486106872559,2872.6574881615916
500.0,0.22507071495056152,2221.524022393712
447.0,0.237595796585083,1881.346414476358
488.0,0.22311615943908691,2187.2015062774026
392.0,0.22173523902893066,1767.8741625225127
401.0,0.18707036972045898,2143.5783796184187
371.0,0.16645574569702148,2228.820630050733
442.0,0.21202588081359863,2084.65116760242
439.0,0.22060298919677734,1990.0002334438589
500.0,0.25085926055908203,1993.14946111882
427.0,0.22464728355407715,1900.7574596254242
421.0,0.17006683349609375,2475.4973756224485
487.0,0.23452353477478027,2076.550656068186
461.0,0.22260475158691406,2070.9351292530996
500.0,0.20052552223205566,2493.4481877143858
447.0,0.21821999549865723,2048.391573735279
484.0,0.20845961570739746,2321.7926328683366
500.0,0.2561483383178711,1951.9939238470388
379.0,0.20608019828796387,1839.0898453543246
500.0,0.2505805492401123,1995.3663662892207
451.0,0.1775226593017578,2540.520752527586
375.0,0.2111527919769287,1775.9651505861868
415.0,0.17755389213562012,2337.3185178222543
482.0,0.20385217666625977,2364.458441810582
417.0,0.1827547550201416,2281.746376197117
500.0,0.2407841682434082,2076.5484859226754
500.0,0.25212883949279785,1983.113082207649
457.0,0.24509716033935547,1864.5666859919922
492.0,0.25481462478637695,1930.8153933961469
499.0,0.24061369895935059,2073.863633526125
461.0,0.2328965663909912,1979.4194785425234
422.0,0.24817609786987305,1700.4054928016017
500.0,0.28505682945251465,1754.0362073075362
411.0,0.21828079223632812,1882.8958599115708
474.0,0.19730448722839355,2402.3782056781724
466.0,0.1790480613708496,2602.653144815721
500.0,0.226318359375,2209.277238403452
447.0,0.17175054550170898,2602.6118210818267
500.0,0.2400369644165039,2083.012511074824
407.0,0.20110297203063965,2023.8388119793192
500.0,0.2365283966064453,2113.911087098517
409.0,0.2106332778930664,1941.7634482602496
439.0,0.2342386245727539,1874.1571796740454
450.0,0.19867444038391113,2265.0120424672477
489.0,0.15342044830322266,3187.3195875006995
452.0,0.14217305183410645,3179.2241509130213
500.0,0.21292424201965332,2348.2530465171226
376.0,0.13210821151733398,2846.1516182941045
463.0,0.1633458137512207,2834.4772930952445
500.0,0.19651579856872559,2544.3246987856796
500.0,0.23362207412719727,2140.2087190090238
470.0,0.25141429901123047,1869.424300242388
474.0,0.20486998558044434,2313.6624852930395
494.0,0.23377108573913574,2113.178361806698
403.0,0.20442605018615723,1971.3730203807913
500.0,0.1740894317626953,2872.087035596507
426.0,0.20103693008422852,2119.0136549613976
500.0,0.20957326889038086,2385.800453690157
363.0,0.14437484741210938,2514.288371601448
500.0,0.2821011543273926,1772.4138747044078
500.0,0.2880666255950928,1735.709574016399
465.0,0.2559316158294678,1816.8915883758518
500.0,0.2875063419342041,1739.0920723217478
487.0,0.2611677646636963,1864.701796667388
416.0,0.21793794631958008,1908.8002205452808
430.0,0.21309113502502441,2017.9159491994017
500.0,0.2638516426086426,1895.0043102124023
408.0,0.18461251258850098,2210.034381090013
500.0,0.2316591739654541,2158.343187714905
500.0,0.2071819305419922,2413.3378750356737
500.0,0.2896571159362793,1726.178893909837
500.0,0.24404072761535645,2048.8383430329404
500.0,0.22220849990844727,2250.138947007006
419.0,0.25318336486816406,1654.9270534348846
500.0,0.2636597156524658,1896.3837488888828
500.0,0.27733898162841797,1802.8478977755312
374.0,0.16707420349121094,2238.5263085792567
500.0,0.18106317520141602,2761.4670925979085
397.0,0.18759632110595703,2116.246191074125
478.0,0.18449831008911133,2590.809638143187
407.0,0.17602944374084473,2312.113197376209
442.0,0.15115642547607422,2924.1231301143857
373.0,0.1580648422241211,2359.791049999095
500.0,0.21412253379821777,2335.1115416520524
500.0,0.2520008087158203,1984.1206167074122
478.0,0.21368122100830078,2236.977108912305
500.0,0.277754545211792,1800.1505596199786
483.0,0.19865942001342773,2431.2967387469125
422.0,0.2205948829650879,1913.0090160195928
500.0,0.19683265686035156,2540.2288826225567
432.0,0.17458605766296387,2474.4243943807382
500.0,0.18728041648864746,2669.7932937921937
459.0,0.22705793380737305,2021.5105118916365
500.0,0.2631545066833496,1900.0244620611552
398.0,0.18805313110351562,2116.4231494817127
479.0,0.18406224250793457,2602.3805505865835
