scores,steps,milliseconds,stepsPerSecond
277.0,277,210.15644073486328,1318.0657182401924
410.0,410,317.2295093536377,1292.439662487214
286.0,286,209.37418937683105,1365.975437809376
300.0,300,238.6622428894043,1257.0065393168181
309.0,309,212.42237091064453,1454.6490497932577
322.0,322,247.52259254455566,1300.8913517340359
363.0,363,301.26309394836426,1204.9268804967437
353.0,353,267.6699161529541,1318.7884730321575
372.0,372,294.8141098022461,1261.8120626910572
278.0,278,225.73614120483398,1231.5263232383402
423.0,423,278.3629894256592,1519.5985675853226
485.0,485,353.1217575073242,1373.4639389642832
328.0,328,265.7744884490967,1234.1289862470048
492.0,492,403.881311416626,1218.179663412241
394.0,394,270.7202434539795,1455.3769417948133
460.0,460,374.93157386779785,1226.8905369975523
372.0,372,271.1749076843262,1371.808340147179
334.0,334,276.3338088989258,1208.6830827210388
343.0,343,282.62901306152344,1213.605058746516
342.0,342,265.49625396728516,1288.153768234115
449.0,449,343.491792678833,1307.1636923209337
264.0,264,197.65734672546387,1335.644762886971
478.0,478,362.54262924194336,1318.4656408529713
431.0,431,332.5474262237549,1296.055738257319
260.0,260,206.0375213623047,1261.906075557983
392.0,392,316.9407844543457,1236.824098466464
350.0,350,287.69397735595703,1216.5704795653514
500.0,500,395.6189155578613,1263.842501804928
500.0,500,396.57139778137207,1260.8070143163668
290.0,290,214.56551551818848,1351.5685374680677
379.0,379,298.5079288482666,1269.6480172647207
447.0,447,350.1584529876709,1276.5649270667154
449.0,449,325.1316547393799,1380.9790386602342
311.0,311,263.77153396606445,1179.050655405491
321.0,321,229.48980331420898,1398.7549571450834
402.0,402,299.4265556335449,1342.566290252459
367.0,367,260.74862480163574,1407.4858507084932
434.0,434,278.20801734924316,1559.9837996587507
429.0,429,306.87975883483887,1397.9416616750068
379.0,379,323.4241008758545,1171.8359855485173
420.0,420,323.8070011138916,1297.068928575373
331.0,331,247.83658981323242,1335.5574342329307
500.0,500,343.40643882751465,1456.0006553958028
413.0,413,331.36940002441406,1246.343204802772
500.0,500,386.9307041168213,1292.2210480588822
332.0,332,256.3905715942383,1294.8994104409603
314.0,314,244.2307472229004,1285.669407191486
296.0,296,247.8804588317871,1194.123979740037
399.0,399,310.4865550994873,1285.0797995815017
425.0,425,319.90981101989746,1328.499425025656
278.0,278,208.09340476989746,1335.9385431143426
448.0,448,348.865270614624,1284.1633654468453
465.0,465,332.2131633758545,1399.703718163374
283.0,283,212.9359245300293,1329.0383040091008
388.0,388,309.30089950561523,1254.44187398154
352.0,352,256.9711208343506,1369.8037306958986
384.0,384,319.6585178375244,1201.2819260933288
326.0,326,262.61305809020996,1241.3701069198778
373.0,373,266.72935485839844,1398.4212581251832
424.0,424,327.72135734558105,1293.7820209040983
402.0,402,314.500093460083,1278.21901601763
500.0,500,390.17534255981445,1281.4751355625433
434.0,434,316.3177967071533,1372.0378825279843
373.0,373,278.1083583831787,1341.20384647368
330.0,330,251.7554759979248,1310.7957183132737
326.0,326,254.46557998657227,1281.116290923128
500.0,500,408.6630344390869,1223.50190221212
324.0,324,260.67233085632324,1242.9397433001109
458.0,458,388.22126388549805,1179.7396036892058
250.0,250,184.7515106201172,1353.1689086648153
465.0,465,361.33313179016113,1286.9010868066255
500.0,500,360.0280284881592,1388.7807627078798
500.0,500,414.3643379211426,1206.667548922018
357.0,357,331.2256336212158,1077.8151319298534
375.0,375,280.8265686035156,1335.3437385386528
301.0,301,234.12013053894043,1285.6647538471095
400.0,400,305.33313751220703,1310.0445083004076
382.0,382,297.5478172302246,1283.827263650976
391.0,391,307.0371150970459,1273.4616786521583
372.0,372,289.4113063812256,1285.3678892212486
500.0,500,380.6264400482178,1313.6239299000354
337.0,337,261.81936264038086,1287.1469726357966
371.0,371,261.49511337280273,1418.7645620401354
500.0,500,398.8215923309326,1253.69340480721
310.0,310,239.4733428955078,1294.5073395299196
295.0,295,223.9391803741455,1317.3219599497056
407.0,407,324.22661781311035,1255.2948389777227
278.0,278,199.34535026550293,1394.5647572403318
399.0,399,309.02886390686035,1291.1415294859203
298.0,298,222.7778434753418,1337.6554658721443
425.0,425,356.5175533294678,1192.08716662331
374.0,374,313.01212310791016,1194.8419003281365
500.0,500,373.8691806793213,1337.3661853900305
341.0,341,266.7970657348633,1278.125001340449
297.0,297,241.42861366271973,1230.1772995926428
348.0,348,282.54055976867676,1231.681569134416
352.0,352,256.18910789489746,1373.9850335261299
396.0,396,325.17027854919434,1217.8234793377342
244.0,244,162.70017623901367,1499.6910614377782
343.0,343,227.56409645080566,1507.2676461251392
